,symbol,profile
exchange,IPAR,Nasdaq Global Select
industry,IPAR,Consumer Packaged Goods
sector,IPAR,Consumer Defensive
website,IPAR,http://www.interparfumsinc.com
ceo,CRTO,Eric Eichmann
companyName,CRTO,Criteo S.A.
description,CRTO,Criteo SA is a technology company providing digital performance marketing. It sells internet display advertisements featuring product-level recommendations either directly to clients or to advertising agencies.
exchange,CRTO,Nasdaq Global Select
industry,CRTO,Online Media
sector,CRTO,Technology
website,CRTO,http://www.criteo.com
ceo,AKR,Kenneth F. Bernstein
companyName,AKR,Acadia Realty Trust
description,AKR,"Acadia Realty Trust is a real estate investment trust which focuses on the ownership, acquisition, development, and management of high-quality retail properties located primarily in the United States."
exchange,AKR,New York Stock Exchange
industry,AKR,REITs
sector,AKR,Real Estate
website,AKR,http://www.acadiarealty.com
ceo,CALI,Tong Shiping
companyName,CALI,China Auto Logistics Inc.
description,CALI,China Auto Logistics Inc is engaged in providing imported automobile sales and trading services and web-based automobile trading sales and information platform to its customers.
exchange,CALI,NASDAQ Capital Market
industry,CALI,Autos
sector,CALI,Consumer Cyclical
website,CALI,http://www.chinaautologisticsinc.com
ceo,MRTX,Charles M. Baum
companyName,MRTX,Mirati Therapeutics Inc.
description,MRTX,Mirati Therapeutics Inc is a biotechnology company. The company's focuses on precision medicine for oncology therapeutics. The company provides bioavailable inhibitors with distinct target profiles aiming to treat cancer patients.
exchange,MRTX,NASDAQ Capital Market
industry,MRTX,Biotechnology
sector,MRTX,Healthcare
website,MRTX,http://www.mirati.com
ceo,ZUMZ,Richard M. Brooks
companyName,ZUMZ,Zumiez Inc.
description,ZUMZ,"Zumiez Inc is a multi-channel specialty retailer. It is engaged in the retail sales of apparel, footwear, accessories and hardgoods for young men and women."
exchange,ZUMZ,Nasdaq Global Select
industry,ZUMZ,Retail - Apparel & Specialty
sector,ZUMZ,Consumer Cyclical
website,ZUMZ,http://www.zumiez.com
ceo,OAK,Jay S. Wintrob
companyName,OAK,Oaktree Capital Group LLC Class A Units Representing Limited Liability Company Interests
description,OAK,"Oaktree Capital Group LLC is an investment management company. It invests in distressed debt, corporate debt, control investing, convertible securities, real estate and listed equities."
exchange,OAK,New York Stock Exchange
industry,OAK,Asset Management
sector,OAK,Financial Services
website,OAK,http://www.oaktreecapital.com
ceo,BRSS,John J. Wasz
companyName,BRSS,Global Brass and Copper Holdings Inc.
description,BRSS,"Global Brass and Copper Holdings Inc is a fabricator, distributor & processor of specialized copper and brass products. It engages in metal melting & casting, rolling, drawing, extruding & stamping to fabricate finished & semi-finished alloy products."
exchange,BRSS,New York Stock Exchange
industry,BRSS,Industrial Products
sector,BRSS,Industrials
website,BRSS,http://www.gbcholdings.com
ceo,CHKR,
companyName,CHKR,Chesapeake Granite Wash Trust representing beneficial interests in the Trust
description,CHKR,"Chesapeake Granite Wash Trust owns royalty interests in oil and natural gas producing wells. The Trust has royalty rights to horizontal wells in the Colony Granite Wash area in Washita County, Oklahoma."
exchange,CHKR,New York Stock Exchange
industry,CHKR,Oil & Gas - E&P
sector,CHKR,Energy
website,CHKR,http://www.chkgranitewashtrust.com
ceo,MLI,Gregory L. Christopher
companyName,MLI,Mueller Industries Inc.
description,MLI,"Mueller Industries Inc is a manufacturer and distributor of copper, brass, aluminum, and plastic products. The product range consists of copper tube and fittings, line sets, brass and copper alloy rod, and aluminum impact extrusions."
exchange,MLI,New York Stock Exchange
industry,MLI,Industrial Products
sector,MLI,Industrials
website,MLI,http://www.muellerindustries.com
ceo,ROG,Bruce D. Hoechner
companyName,ROG,Rogers Corporation
description,ROG,"Rogers Corp designs, develops, manufactures and sells engineered materials and components for mission critical applications."
exchange,ROG,New York Stock Exchange
industry,ROG,Computer Hardware
sector,ROG,Technology
website,ROG,http://www.rogerscorp.com
ceo,UMC,Po-Wen Yen
companyName,UMC,United Microelectronics Corporation (NEW)
description,UMC,"United Microelectronics Corp manufactures integrated circuits wafers and related electronic products. It is also engaged in developing, manufacturing and providing solar energy and new generation light-emitting diode."
exchange,UMC,New York Stock Exchange
industry,UMC,Semiconductors
sector,UMC,Technology
website,UMC,http://www.umc.com
ceo,EWD,
companyName,EWD,iShares Inc MSCI Sweden
description,EWD,"The investment seeks to track the investment results of the MSCI Sweden 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is designed to measure the performance of the large- and mid-cap segments of the Swedish market. A capping methodology is applied that limits the weight of any single component to a maximum of 25% of the underlying index. The fund is non-diversified."
exchange,EWD,NYSE Arca
industry,EWD,
sector,EWD,
website,EWD,http://www.ishares.com
ceo,QHC,
companyName,QHC,Quorum Health Corporation
description,QHC,"Quorum Health Corp along with its subsidiaries owns and operates hospitals. Its hospital provides services including general acute care, emergency room, general & specialty surgery, medicine, obstetrics, diagnostic, psychiatric & rehabilitation services."
exchange,QHC,New York Stock Exchange
industry,QHC,Health Care Providers
sector,QHC,Healthcare
website,QHC,http://www.quorumhealth.com
ceo,TSS,M. Troy Woods
companyName,TSS,Total System Services Inc.
description,TSS,"Total System Services Inc is a payment solutions provider. It provides services to financial and nonfinancial institutions. Its services include issuing services, acquiring services, prepaid solutions and merchant solutions."
exchange,TSS,New York Stock Exchange
industry,TSS,Application Software
sector,TSS,Technology
website,TSS,http://www.tsys.com
ceo,BAND,David A. Morken
companyName,BAND,Bandwidth Inc.
description,BAND,Bandwidth Inc provides a cloud-based communications platform for enterprises in the United States. It offers solutions including software application programming interfaces for voice and text functionality.
exchange,BAND,Nasdaq Global Select
industry,BAND,Application Software
sector,BAND,Technology
website,BAND,https://www.bandwidth.com
ceo,ABMD,Michael R. Minogue
companyName,ABMD,ABIOMED Inc.
description,ABMD,Abiomed Inc is a medical device company. It provides mechanical circulatory support devices to aid heart recovery to heart failure patients.
exchange,ABMD,Nasdaq Global Select
industry,ABMD,Medical Devices
sector,ABMD,Healthcare
website,ABMD,http://www.abiomed.com
ceo,KEYS,Ronald S. Nersesian
companyName,KEYS,Keysight Technologies Inc.
description,KEYS,"Keysight Technologies Inc is a measurement company providing core electronic design and test solutions to communications and electronics industries. It provides electronic measurement instruments and systems and related software, software design tools."
exchange,KEYS,New York Stock Exchange
industry,KEYS,Computer Hardware
sector,KEYS,Technology
website,KEYS,http://www.investor.keysight.com
ceo,HRC,John J. Greisch
companyName,HRC,Hill-Rom Holdings Inc
description,HRC,"Hill-Rom Holdings Inc is engaged in selling and renting patient support and near-patient technologies and services, and health information technology solutions in the U.S and Canada."
exchange,HRC,New York Stock Exchange
industry,HRC,Medical Instruments & Equipment
sector,HRC,Healthcare
website,HRC,http://www.hill-rom.com
ceo,SSP,Adam P. Symson
companyName,SSP,E.W. Scripps Company (The)
description,SSP,"The E W Scripps Co is a media company engaged in television and radio broadcasting. Its operates more than 30 television and radio stations and distributes its content on broadcast, Internet, smartphones and tablets."
exchange,SSP,New York Stock Exchange
industry,SSP,Entertainment
sector,SSP,Consumer Cyclical
website,SSP,http://www.scripps.com
ceo,FRT,Donald C. Wood
companyName,FRT,Federal Realty Investment Trust
description,FRT,"Federal Realty Investment Trust is an equity real estate investment trust specializing in the ownership, management, and redevelopment of retail and mixed-use properties located primarily in densely populated and affluent communities."
exchange,FRT,New York Stock Exchange
industry,FRT,REITs
sector,FRT,Real Estate
website,FRT,http://www.federalrealty.com
ceo,NDSN,Michael F. Hilton
companyName,NDSN,Nordson Corporation
description,NDSN,"Nordson Corp engineers, manufactures and markets differentiated products and systems used for adhesive, coating, sealant and biomaterial dispensing, fluid management, testing and inspection, curing, and surface treatment."
exchange,NDSN,Nasdaq Global Select
industry,NDSN,Industrial Products
sector,NDSN,Industrials
website,NDSN,http://www.nordson.com
ceo,LOXO,Joshua H. Bilenker
companyName,LOXO,Loxo Oncology Inc.
description,LOXO,Loxo Oncology Inc is a biopharmaceutical company. It is engaged in the development of selective medicines for patients with genetically defined cancers.
exchange,LOXO,NASDAQ Global Market
industry,LOXO,Biotechnology
sector,LOXO,Healthcare
website,LOXO,http://www.loxooncology.com
ceo,ALSK,
companyName,ALSK,Alaska Communications Systems Group Inc.
description,ALSK,"Alaska Communications Systems Group Inc provides integrated communications services in Alaska. It provides local, long-distance, and wireless telephone services, Internet access, and data services to residential and business customers."
exchange,ALSK,Nasdaq Global Select
industry,ALSK,Communication Services
sector,ALSK,Communication Services
website,ALSK,http://www.alaskacommunications.com
ceo,ASC,Anthony Gurnee
companyName,ASC,Ardmore Shipping Corporation
description,ASC,Ardmore Shipping Corp owns and operates fleet of medium size product and chemical tankers to provide seaborne transportation of petroleum products and chemicals worldwide.
exchange,ASC,New York Stock Exchange
industry,ASC,Transportation & Logistics
sector,ASC,Industrials
website,ASC,http://www.ardmoreshipping.com
ceo,BATRK,
companyName,BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock
description,BATRK,"Liberty Braves Group through its subsidiary indirectly owns the Atlanta Braves Major League Baseball club, the Atlanta Braves' stadium and associated real estate projects."
exchange,BATRK,Nasdaq Global Select
industry,BATRK,Travel & Leisure
